Name,Type,SubType,Library
Gasoline heavy-duty vehicles 2014,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Other Oil (>401 deg F),Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
"Mining, except oil and gas",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline light-duty trucks 2018,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Refinery Feedstocks,,,IPCC 1.A.1 Energy Industries
Naphtha kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Crude oil,Fuel,Petroleum products,EPA 2022 - Stationary Combustion Fuels
Fruits and Vegetables-Combusted,Fruits and Vegetables,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Food services and drinking places,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Marine gas oil kWh (net CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Waste oils kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Medium- and Heavy-Duty Truck - Shared Load,Transport Mode,Shared load,EPA 2022 - Transportation and distribution
Gas oil kWh (gross CV),Fuel,Liquid Fuel,Defra 2022 - Fuels
Management of companies and enterprises,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Natural Gas kWh (net CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Industrial/Commercial equipment-gasoline (4 stroke),Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Drywall-Landfilled,Drywall,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Food Waste (meat only)-Landfilled,Food Waste (meat only),Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Marine gas oil metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Aviation Gasoline,Fuel,Petroleum Products,EPA 2022 - Stationary Combustion Fuels in MMBTU
Poultry-Combusted,Poultry,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
SPSO (SPP South),eGRID,Total output,EPA 2022 - eGRID
Buses-ethanol,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline heavy-duty vehicles 2018,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Vinyl Flooring-Combusted,Vinyl Flooring,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Glass-Landfilled,Glass,Landfilled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Yard Trimmings-Combusted,Yard Trimmings,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Mixed (Commercial Sector),Fuel,Coal and Coke,EPA 2022 - Stationary Combustion Fuels in MMBTU
Gasoline heavy-duty vehicles 1982-84,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
LNG kWh (net CV),Fuel,Gaseous Fuel,Defra 2022 - Fuels
Light-duty trucks-biodiesel,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline passenger cars 1978-79,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gas Coke,,,IPCC 1.A.1 Energy Industries
Lawn and garden equipment-LPG,Vehicle,Non-road vehicles,EPA 2022 - Mobile Combustion Vehicles
Processed fuel oils - distillate oil metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Textbooks-Combusted,Textbooks,Combusted,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
Tires,Fuel,Other Fuels - Solid,EPA 2022 - Stationary Combustion Fuels in MMBTU
Lubricants metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Petroleum coke (Solid),Fuel,Other fuels - solid,EPA 2022 - Stationary Combustion Fuels
MROE (MRO East),eGRID,Total output,EPA 2022 - eGRID
Gasoline passenger cars 1983,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline light-duty trucks 2000,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Gasoline heavy-duty vehicles 2002,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Diesel (average biofuel blend) metricton,Fuel,Liquid Fuel,Defra 2022 - Fuels
Other retail,,,EPA 2022 - Supply chain GHG emission factors - v1.1
Gasoline light-duty trucks 1983,Vehicle,On-road gasoline vehicles,EPA 2022 - Mobile Combustion Vehicles
Ethanol (100%),Fuel,Biomass fuels - liquid,EPA 2022 - Stationary Combustion Fuels
Wood products,,,EPA 2022 - Supply chain GHG emission factors - v1.1
NYLI (NPCC Long Island),eGRID,Total output,EPA 2022 - eGRID
Petrol (100% mineral petrol) L,Fuel,Liquid Fuel,Defra 2022 - Fuels
Bagasse,Fuel,"Biomass Fuels - Kraft Pulping Liquor, by Wood Furnish",EPA 2022 - Stationary Combustion Fuels in MMBTU
"Performing arts, spectator sports, museums, and related activities",,,EPA 2022 - Supply chain GHG emission factors - v1.1
Medium-duty trucks-LPG,Vehicle,On-road diesel and alternative fuel vehicles,EPA 2022 - Mobile Combustion Vehicles
Medium-density Fiberboard-Recycled,Medium-density Fiberboard,Recycled,EPA 2022 - Waste Generated in Operations or End-of-Life Treatment of Sold Products
